,Day,Month,Hour,DNI (w/m^2),Elavation angle,Azimuthal angle,DB temp,RH
0,31.0,12.0,8.0,71.0,28.009484159739408,102.588238370068,27.0,50.9
1,6.0,10.0,20.0,0.0,-18.59012490890474,253.65188207085743,15.7,25.4
2,21.0,7.0,4.0,0.0,-44.576206149222514,88.33943327672672,10.4,44.4
3,31.0,10.0,17.0,210.0,23.78917327569586,266.7127775053696,30.7,16.4
4,3.0,5.0,15.0,751.0,33.431466415786836,316.08731105705,24.0,32.5
5,2.0,5.0,3.0,0.0,-53.4348992018416,103.51530448983065,18.4,34.6
6,2.0,3.0,20.0,0.0,-11.871979226977757,254.5681465081193,33.0,24.2
7,7.0,5.0,13.0,938.0,44.44818549488693,350.5941449487568,22.5,29.1
8,8.0,11.0,4.0,0.0,-20.42817743874987,122.87460329642627,10.9,27.2
9,26.0,6.0,16.0,201.0,18.88583478467112,311.5464369291249,18.2,27.1
10,16.0,12.0,7.0,542.0,16.795521959919242,107.79155806895409,19.6,67.1
11,25.0,5.0,17.0,0.0,8.782191222538628,299.49876233176946,22.5,34.6
12,6.0,8.0,14.0,937.0,40.75555608891399,334.9214999150439,14.6,25.7
13,17.0,7.0,6.0,80.0,-18.729010034527377,75.30119796971178,3.3,73.6
14,21.0,9.0,10.0,818.0,43.74859006319865,56.672536455492875,33.9,7.1
15,28.0,4.0,6.0,157.0,-13.715546357115514,81.4709564956493,17.3,55.1
16,31.0,8.0,10.0,850.0,36.87297913785083,51.012683290415644,18.9,41.8
17,8.0,4.0,8.0,823.0,14.422243697800198,73.71827501036638,25.4,46.9
18,16.0,4.0,9.0,637.0,25.404350786609825,61.81310181929802,19.5,47.6
19,19.0,8.0,9.0,494.0,22.6408459002904,59.645849898243036,11.3,52.9
20,12.0,3.0,20.0,0.0,-14.355264568590272,257.6811363769373,28.4,17.4
21,2.0,11.0,15.0,0.0,50.302929508787464,282.07579136597553,30.9,28.5
22,3.0,7.0,20.0,0.0,-27.729210826887595,282.5931358971179,9.5,45.7
23,19.0,5.0,0.0,0.0,-78.50790609214519,139.07384161300027,16.9,54.8
24,28.0,9.0,12.0,934.0,62.436488296101956,14.17611765422311,27.9,26.3
25,10.0,3.0,22.0,0.0,-38.18187795523053,237.43528940740697,26.4,17.2
26,8.0,5.0,14.0,703.0,39.924965663385095,332.11495201689013,29.2,20.7
27,8.0,7.0,7.0,641.0,-6.518147664197798,67.79279317360927,5.6,44.5
28,26.0,2.0,19.0,0.0,1.897769884810586,260.7624139537176,27.5,27.2
29,22.0,6.0,1.0,0.0,-82.8165781771144,133.10704042426687,6.1,88.6
30,1.0,12.0,2.0,0.0,-34.885576437374695,152.8870275052657,17.5,18.8
31,27.0,2.0,1.0,0.0,-52.77183454084869,175.43946164649745,23.5,37.9
32,18.0,10.0,10.0,297.0,51.81416024312678,66.80834028163635,28.1,36.4
33,12.0,2.0,23.0,0.0,-39.912162338644265,215.71563859614682,28.4,25.2
34,2.0,9.0,19.0,0.0,-9.307492572201099,274.4088850955162,16.0,27.2
