,Day,Month,Hour,DNI (w/m^2),Elavation angle,Azimuthal angle,DB temp,RH,Solar field design power,Tower height,Max allowable flux,H:D ratio
0,29.0,5.0,13.0,962.0,39.60449545112042,351.74800716427654,17.5,18.2,360.47647521535015,179.91331575711823,0.9745996427851443,0.9692672416703624
1,3.0,6.0,9.0,924.0,17.78734570695407,51.27099163249343,16.9,34.6,647.2977622844763,195.8744904439551,0.9266883618128179,0.9075063627954966
2,11.0,11.0,9.0,984.0,42.886413105865515,87.3805676430547,24.9,25.1,370.0124250710882,186.04744350406207,0.8936024405695422,0.9177708798285138
3,26.0,9.0,17.0,52.0,19.3782104540675,279.95873744637737,24.6,13.7,676.885098229225,174.01786410883966,0.8856712565409425,0.9098476903987187
4,28.0,11.0,6.0,234.0,4.93480734884686,111.40801212816882,25.0,8.7,548.2642556842609,225.6131205553948,0.936402169847153,0.9171828872423297
5,15.0,5.0,0.0,0.0,-77.77840214694766,141.81645205081944,13.1,72.8,513.6674448975903,159.90014983649002,0.9793784685487787,0.9648813254171691
6,8.0,1.0,14.0,701.0,71.33766903231637,284.7527388190618,39.8,7.6,415.431268038534,203.2146423880584,0.9726225066634231,0.9369627664066578
7,11.0,5.0,8.0,887.0,9.777153101441698,63.673725783427884,10.6,66.5,564.7836306288646,226.692614769861,0.9033510051227404,0.9045760504099299
8,27.0,2.0,6.0,583.0,-6.435831967497165,103.49487670102829,24.1,38.3,331.24578743296706,180.3939233108477,0.9324326588216189,0.9452717483455486
9,25.0,6.0,22.0,0.0,-54.32936612807271,271.1363059410258,14.8,34.9,445.32734210391607,210.17349011035785,0.8941581882143914,0.9213272929128128
10,21.0,5.0,1.0,0.0,-79.38483183316038,141.4818824092684,14.1,47.3,590.6969357831413,159.93234033173846,0.9538796325636095,0.9012952810639298
11,3.0,4.0,13.0,542.0,56.16123463749986,350.7341293172572,30.0,29.4,590.1387489902563,241.82346354234522,0.9035863479085294,0.9130292361080835
12,10.0,12.0,14.0,733.0,68.70053951862923,280.19201895469905,37.8,14.5,538.4221466435212,239.59314279328777,0.9219527131038954,0.9012037387198175
13,17.0,6.0,9.0,733.0,16.553260768377797,50.8044584013742,13.8,25.1,539.4549611736592,238.12949388936914,0.9487899387691161,0.8994838607023413
14,5.0,2.0,6.0,598.0,-2.7439602663879015,110.0832367492588,23.6,19.8,341.5256352394197,235.35509595391733,0.8929947114487243,0.9957384435556349
15,18.0,8.0,0.0,0.0,-72.33122693928777,146.5412751682759,13.6,41.9,374.85255205334954,177.86575236537155,0.9358223540931525,0.9439611488270545
16,17.0,2.0,14.0,1018.0,66.9749217732041,311.1719305400391,30.1,12.6,381.99025637674214,234.73848881610076,0.9577590579565787,0.9111080191908517
17,1.0,4.0,21.0,0.0,-32.54494345055727,255.7029378422157,26.4,33.4,380.0666176776019,175.08520936725807,0.9450580491515997,0.929108136021137
18,6.0,5.0,9.0,911.0,21.945220248516563,55.77137074777214,18.9,38.0,495.6327799826553,205.2301136241556,0.919644412149121,0.981040561800551
19,16.0,10.0,18.0,0.0,8.634468636273098,264.94724060499004,27.9,22.2,516.1673791382075,143.67609761306963,0.8889277466425259,0.9515305843162898
20,19.0,1.0,13.0,0.0,81.40032147391605,337.1907439993189,34.0,25.4,593.5369742373991,207.8132689104084,0.9895199243395641,0.9384488900578019
21,7.0,8.0,2.0,0.0,-68.42011259153901,118.91512331263561,7.5,39.4,494.04220869506423,245.52212242898037,0.9973003198353134,0.9560794957897049
22,16.0,5.0,20.0,0.0,-27.821558281571228,277.47938685229985,19.3,59.8,522.7428430122022,240.9253916947426,0.951021559373554,0.926834048556932
23,31.0,1.0,3.0,0.0,-34.036371443377206,141.44580486392522,26.3,24.3,421.6209550282821,222.06263682996865,0.9347070234664783,0.9000753987831698
24,2.0,1.0,8.0,1034.0,27.7349528470574,102.50594896893588,24.6,21.4,427.95300907389884,231.66788929824816,0.9427352247296213,0.8993191573967276
25,18.0,10.0,18.0,0.0,8.894557850514218,264.2426053757546,23.1,31.2,303.5601677313011,173.74835676808217,0.9294162106237526,0.8874128592779962
26,31.0,7.0,15.0,503.0,32.37661847750573,320.4909218459093,21.3,24.8,481.114303323643,226.35696798671418,0.9765735399434302,0.9556599399522457
27,2.0,6.0,0.0,0.0,-80.12695363064523,128.59929326237005,7.4,52.1,607.0281176996675,146.80457794363141,0.9368055845180067,0.8848972181967631
28,1.0,3.0,2.0,0.0,-49.740193144630496,151.94078382472475,24.0,18.3,646.9694464652048,181.22644661427137,0.9963067892586629,0.9595414770744699
29,5.0,9.0,2.0,0.0,-60.63202910500584,132.41464085000115,9.1,21.8,570.066699812461,254.44937172366429,0.9045014438360024,0.916211195354817
30,19.0,12.0,16.0,940.0,43.47176285252279,263.81748221645836,31.7,17.4,558.5770377351084,172.84810630008255,0.9247234041110355,0.8821564879428566
31,5.0,12.0,9.0,1078.0,43.24942833042884,94.64187634041039,26.2,25.7,319.5579108189178,216.52808404577522,0.8877885890495649,0.9027452368681166
32,3.0,9.0,1.0,0.0,-68.59981054701171,162.86292809710224,10.6,29.0,648.9533131981415,201.84446247994188,0.9298630670245318,0.900244297884112
33,8.0,2.0,4.0,0.0,-26.528593904600598,127.26448431727114,26.5,35.2,611.9957923944652,202.47128205665678,0.9225881371266388,0.9868596779505914
34,7.0,12.0,0.0,0.0,-38.59322278113481,171.87899542492005,19.8,13.2,488.3111082879084,229.79549808788204,0.9737897147572733,0.9514678731199936
35,10.0,1.0,16.0,721.0,45.22529942136659,266.54685998620977,37.2,9.6,422.8614316782153,142.66257044988652,0.9148825942653167,0.9504926052363514
36,1.0,1.0,18.0,281.0,18.852019542344337,253.40439663214426,30.2,6.9,590.208834287735,251.65732570965906,0.8997675339598172,0.9526318048846238
37,2.0,3.0,14.0,753.0,63.06435901118,317.6760767581254,34.5,20.4,502.2054688785403,221.49296720577013,0.8826576817478976,0.9714143138472259
38,17.0,1.0,18.0,93.0,19.32504407468592,256.11709882820804,33.4,19.8,521.1122974501224,213.79906492975638,0.9227288624497542,0.994285910921622
39,7.0,3.0,20.0,0.0,-13.088458174087961,256.1171458756969,29.8,15.5,334.42393757256065,197.83365809365364,0.9555707616562745,0.9951275106710485
40,27.0,4.0,12.0,828.0,47.20450268515319,11.941381611882754,29.8,27.9,658.9050614196569,223.94205725291403,0.9463149677202207,0.9642626456150055
41,9.0,3.0,7.0,824.0,5.185927909820521,92.67048869595094,23.7,30.8,694.8500700495263,255.38002078582116,0.9524123314062438,0.9662242433458179
42,26.0,8.0,4.0,0.0,-39.567670120854615,99.9731993163121,11.6,37.7,485.3064514874169,173.04178997251583,0.9920092009004458,0.8960558423997623
43,10.0,5.0,23.0,0.0,-66.18021644024955,247.21111784021394,10.8,56.5,625.7860189838846,169.07444545193863,0.9288067985983612,0.9554484179064443
44,27.0,12.0,5.0,477.0,-8.085993316763037,122.17459510825331,24.4,19.5,535.3938626997538,208.03565131522254,0.9367450081192187,0.9433658956635237
45,20.0,4.0,8.0,906.0,12.766238109012363,69.52260874095103,10.6,80.5,303.0367766977273,220.62130249574074,0.9547596066534082,0.9585780123019123
46,10.0,7.0,6.0,46.0,-18.948736392842903,74.24957567588982,8.1,55.3,414.18462301254476,189.47649936326124,0.9896313705991687,0.9157455748286528
47,13.0,10.0,22.0,0.0,-40.46850529902812,229.04782960628248,14.6,7.8,579.976056529531,186.48211838002533,0.9911408585454986,0.9968539179761591
48,26.0,2.0,17.0,633.0,28.179978179400912,275.06435151329686,30.8,24.2,543.0841287609215,254.17431129380557,0.9549804862952471,0.8909800516058713
49,16.0,2.0,6.0,418.0,-4.649656949521713,107.06807282189737,20.8,43.5,465.22175612470335,191.76166962405662,0.9508541946091038,0.9491805527142321
50,7.0,2.0,6.0,325.0,-3.095573788411855,109.58252242423079,24.2,16.6,602.502443145451,143.59374662751793,0.9484848982229708,0.9503334077190171
51,24.0,12.0,8.0,1050.0,28.794960436826116,102.57683504290915,23.3,37.9,301.59608838553385,173.5016568596087,0.9986052009155326,0.9108371745991067
52,5.0,1.0,8.0,966.0,27.35274091941924,102.33144532837413,26.7,15.9,340.0140950528674,198.62357730461775,0.9720739415668318,0.9377546520693791
53,22.0,7.0,7.0,143.0,-5.835818237126034,69.84816572508822,5.9,76.1,300.5313561012396,183.145637048276,0.9667576641245823,0.9822801068647672
54,5.0,3.0,14.0,981.0,62.04765116144407,318.88495100981265,29.8,22.7,534.696422103463,248.36602074595038,0.8953650662944075,0.9142273296951674
55,8.0,11.0,2.0,0.0,-39.06717284902095,148.39223501191668,13.4,29.4,384.28956029902736,219.9196453319995,0.946441086147319,0.9744433013124596
56,5.0,2.0,22.0,0.0,-29.395666648314517,227.96945497711286,26.4,21.4,329.5948857246933,167.84314197457857,0.9957091501115674,0.9039518667640208
57,12.0,3.0,0.0,0.0,-56.02679646119057,159.12220871872435,25.2,22.7,359.83940140943724,258.76823933147676,0.9715051947371114,0.9216951839469107
58,22.0,10.0,12.0,1058.0,71.61534122237056,15.751579292617874,33.0,4.4,492.1788897431153,201.66988688607094,0.9597848976579266,0.8825586397820795
59,2.0,8.0,18.0,0.0,0.2511719218989157,290.73885278888827,17.6,28.4,549.0371283710805,170.3679655069073,0.9505994282625616,0.9373185639957189
60,1.0,10.0,7.0,665.0,9.015051538846507,88.28666545363272,18.9,19.0,605.9507239793521,162.79669263373387,0.9661125608231107,0.8933782994229773
61,28.0,6.0,16.0,210.0,19.001060624413938,311.5659271672483,15.3,32.6,473.94889885232556,168.52531717769548,0.940395364245783,0.9497815129531261
62,10.0,11.0,18.0,20.0,12.200567647081101,257.2505446051438,19.9,23.8,560.926151364718,161.39762885687634,0.9546689432303342,0.9025198171220916
63,25.0,9.0,2.0,0.0,-53.50001114655538,138.47028014956655,8.9,28.7,597.4823210191205,242.24505722465227,0.924364996888092,0.915225929102568
64,17.0,1.0,12.0,753.0,77.25932884485974,56.02828688768733,33.9,20.5,492.652235503935,189.01716140993443,0.9537561507425069,0.9490713882295956
65,22.0,6.0,20.0,0.0,-28.35854214231044,282.81191732243764,8.8,73.3,623.3492484910958,235.1803769818102,0.975851524319869,0.9941763734484367
66,23.0,12.0,23.0,0.0,-33.31223738952379,206.1308396163858,20.7,34.0,446.71711646409454,255.05906219706856,0.9991285938683827,0.9983726245825654
67,9.0,11.0,13.0,927.0,74.92684701920132,319.93194123530145,21.4,24.4,674.2657267153884,215.8236391592492,0.9793289054402717,0.9401249430261832
68,29.0,1.0,11.0,1064.0,63.14565395084485,73.34262955854749,35.1,10.2,606.8268400408042,211.00432671094796,0.9122919531896904,0.9380286795595919
69,29.0,1.0,3.0,0.0,-33.54363538331887,141.731198780457,26.3,15.4,633.1324390814323,151.72168929452243,0.9469229848051525,0.9073039059256538
70,19.0,9.0,21.0,0.0,-33.54133087382053,251.62870252865986,18.6,54.1,677.6830151520282,191.64040840854344,0.9184713948380407,0.9756679815928231
71,24.0,5.0,8.0,507.0,8.03930175291616,61.255414146243055,18.1,45.8,626.7527820434473,235.44660247180747,0.9130312175819494,0.9936659704819153
72,3.0,7.0,1.0,0.0,-82.85998268477107,138.37762817124488,7.9,50.9,396.01120533603415,177.470854698337,0.9874300684333748,0.9965448871955134
73,6.0,12.0,0.0,0.0,-38.72688408783404,171.9773575165177,18.6,17.3,641.9135553867127,160.0707968982648,0.9354340942204318,0.9963796546427233
74,30.0,12.0,20.0,0.0,-5.485284680712411,239.83398985280877,28.3,27.1,690.9328803416644,233.41507916671526,0.9312730443339593,0.8809311590200272
75,6.0,5.0,23.0,0.0,-65.53025246080139,245.03077162867933,13.6,58.4,420.12630425786796,152.82898081571497,0.969173207053661,0.9223059617370012
76,13.0,4.0,22.0,0.0,-48.29882079373874,249.55764507872738,20.6,33.8,430.9467869048492,214.28346253586926,0.9087384806552523,0.9216349797138272
77,8.0,6.0,0.0,0.0,-80.39724206872393,124.55356095362828,10.5,51.4,325.9617185461724,230.1121019841312,0.9394375036215904,0.973093879261882
78,24.0,6.0,2.0,0.0,-70.8304909179279,100.50126364928857,9.5,42.0,624.476401112538,221.0091457881562,0.9083206867894432,0.9367748790744425
79,23.0,11.0,8.0,975.0,30.313627307996008,97.8616599561011,30.0,24.7,556.1810086121209,177.84586592451672,0.9569893769324833,0.8805025906584217
80,26.0,3.0,19.0,0.0,-4.879797624921281,269.49461650466094,28.8,28.4,621.6001956306466,235.9547370481796,0.9930852592238861,0.8945006329261268
81,9.0,1.0,22.0,0.0,-25.973723767923914,222.0320060918908,30.6,21.2,688.6777053869364,149.41055293440743,0.9976891251889042,0.9946970688519774
82,26.0,9.0,7.0,220.0,7.711908388504568,86.76467817653277,22.0,20.8,471.412260166343,246.10836860419238,0.9057985576293163,0.9144167629961374
83,9.0,3.0,19.0,0.0,-0.5944810716763698,264.19882159635864,29.2,10.1,616.7540363609296,144.15673310949364,0.8848878780465285,0.9773504509898954
84,5.0,6.0,21.0,0.0,-41.76350020382537,275.62565750260035,10.8,34.4,327.4915142057873,210.33825890535746,0.9051718499189236,0.9425029993134254
85,25.0,4.0,23.0,0.0,-63.222826004467805,239.24579326683266,16.1,32.7,311.749636950371,261.6764507226399,0.9960507313155474,0.9750732554388841
86,15.0,9.0,20.0,0.0,-21.187442689095434,262.08140499465264,16.1,38.4,645.7174622783054,241.40148039175722,0.9073625994059791,0.926812986612053
87,13.0,5.0,7.0,463.0,-2.6369539920025744,70.73262309879415,15.5,39.4,462.5931565407331,209.6389226327482,0.943087447870172,0.8935271793620306
88,6.0,5.0,15.0,753.0,32.70851649846673,316.6785319261766,23.4,29.3,456.2848132714222,225.95712745831528,0.9585215274411618,0.9358318961459915
89,19.0,10.0,15.0,871.0,48.12707322808449,288.6856580509102,29.4,21.4,631.0035861773098,209.52009219104264,0.889022276523322,0.9620388593883875
90,13.0,6.0,13.0,758.0,38.00568982011841,352.77603926944823,14.1,40.9,328.81784223412814,146.96554203639408,0.9936845866406409,0.9827021483990765
91,23.0,3.0,10.0,416.0,41.33256810167119,60.27965812401696,31.8,29.7,476.60391415723035,224.6199428116988,0.8811735246000365,0.8948605255624988
92,15.0,2.0,11.0,38.0,60.10039236888838,64.43124024815013,32.3,24.9,319.4831001538226,140.6986933782464,0.9028847631271757,0.9035988386497535
93,11.0,1.0,23.0,0.0,-33.799851168306944,209.0125312236411,29.2,17.3,460.7388664394069,166.44939261080077,0.9537265909006264,0.9118118325623455
94,7.0,4.0,5.0,0.0,-24.621942690334848,96.12925362197883,19.2,49.2,347.0379558580324,179.76595864396555,0.889554744441902,0.9522178921824124
95,7.0,1.0,0.0,0.0,-38.07901892376535,167.82266672804644,27.2,20.4,311.59879741319133,200.35325607611648,0.9428228413641574,0.8883495592818846
96,14.0,12.0,4.0,0.0,-17.81111446982827,130.08998537609781,20.1,25.6,493.77196732955525,170.60610570136393,0.9610418718659784,0.9534831803949145
97,8.0,9.0,12.0,950.0,54.53640217241535,14.381706865468287,23.6,20.4,500.17424216503747,204.41462500413272,0.9954631237820545,0.9750022513617348
98,29.0,4.0,22.0,0.0,-51.83454094031896,256.1643592542431,21.7,42.2,472.352928185638,154.30631696175865,0.9682212664964559,0.9217487944828447
