,Flux
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,0.0
153,0.0
154,0.0
155,0.0
156,0.0
157,0.0
158,0.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0
201,0.0
202,0.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.0
248,0.0
249,0.0
250,0.0
251,0.0
252,0.0
253,0.0
254,0.0
255,0.0
256,0.0
257,0.0
258,0.0
259,0.0
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,0.0
272,0.0
273,0.0
274,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,0.0
296,0.0
297,0.0
298,0.0
299,0.0
300,0.0
301,0.0
302,0.0
303,0.0
304,0.0
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.0
319,0.0
320,0.0
321,0.0
322,0.0
323,0.0
324,0.0
325,0.0
326,0.0
327,0.0
328,0.0
329,0.0
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,0.0
342,0.0
343,0.0
344,0.0
345,0.0
346,0.0
347,0.0
348,0.0
349,0.0
350,0.0
351,0.0
352,0.0
353,0.0
354,0.0
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
367,0.0
368,0.0
369,0.0
370,0.0
371,0.0
372,0.0
373,0.0
374,0.0
375,0.0
376,0.0
377,0.0
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,0.0
393,0.0
394,0.0
395,0.0
396,0.0
397,0.0
398,0.0
399,0.0
400,88.84635064374503
401,178.23727896538074
402,301.3972086823004
403,415.5409812786385
404,481.43631665741486
405,499.274248297046
406,496.45936749079766
407,491.96096034339087
408,489.17278740213203
409,487.5320351835607
410,486.629797950557
411,486.37217618775134
412,487.303189564629
413,490.90877130747253
414,495.9098271994451
415,484.57911128042326
416,425.77298841267515
417,313.77587788414564
418,187.62654811615727
419,94.35875885885807
420,86.14554423890483
421,165.6861805508279
422,278.3120298580201
423,388.91841733199834
424,461.29034560531363
425,493.37819763284637
426,507.07471123253316
427,516.0843620442962
428,521.8231502862286
429,523.8215214133303
430,522.1249757751094
431,516.8545551685291
432,508.30014330409125
433,497.3333605484192
434,483.6675926219819
435,456.06708443226563
436,392.32806850446036
437,288.5549088227612
438,176.55155431756012
439,93.90048314771678
440,91.02466138102814
441,174.55548913748422
442,291.1874318099962
443,403.5676794068306
444,475.4307364568844
445,506.87826969235937
446,521.2466101546282
447,531.861340327516
448,539.1387829951125
449,541.8488979850022
450,539.7588869690202
451,533.2706040290797
452,523.407471750809
453,511.8723864080001
454,498.433639961517
455,470.6656848137234
456,405.32041201267685
457,298.8200277770045
458,183.88168880642849
459,98.6775982021124
460,92.96436781198796
461,180.73384064180993
462,303.69638403514364
463,421.42771317715165
464,494.41653859253756
465,522.9413781566543
466,533.3416538511525
467,541.1146850813815
468,546.8326331841251
469,548.8017124634579
470,546.55374983753
471,540.5418081293948
472,532.0405254981479
473,523.1629624752313
474,513.8949691350423
475,490.22706021536334
476,425.2628604095103
477,313.77857260702086
478,191.6335395559146
479,101.25671900210823
480,88.52130860669911
481,174.75274441030982
482,296.1374417273585
483,411.690527046455
484,481.6664850037182
485,507.16785932728243
486,515.483950709453
487,522.1497312069048
488,527.317274720523
489,529.0561074668316
490,526.8487350864999
491,521.1393196687848
492,513.2059158713754
493,505.3272920867917
494,497.8775608364277
495,476.92333152841337
496,414.85046090995115
497,305.6351993408498
498,185.13900797330732
499,96.2463478000408
500,78.06333799628226
501,154.94337978225946
502,263.4561597226297
503,368.0836083700117
