,Day,Month,Hour,DNI (w/m^2),Elavation angle,Azimuthal angle,DB temp,RH
0,30.0,5.0,18.0,0.0,-3.3949351553375635,292.83494117790957,15.8,36.8
1,13.0,11.0,19.0,0.0,0.046253667173544954,249.77077357916232,18.4,16.7
2,9.0,10.0,12.0,1051.0,66.77181201024854,14.398050694233898,30.1,6.2
3,2.0,6.0,4.0,0.0,-43.173383599692244,85.57022822470441,5.2,52.7
4,25.0,4.0,18.0,0.0,1.0732381273927984,285.31996867033706,19.9,26.6
5,12.0,8.0,17.0,0.0,13.618989342453546,296.0694557806177,19.8,16.0
6,18.0,9.0,13.0,862.0,58.411429407961165,345.41023360654526,36.0,6.8
7,12.0,9.0,8.0,642.0,16.90703403254895,74.97150601353015,16.6,28.5
8,11.0,10.0,6.0,575.0,-1.6586521122753624,98.47424254328581,16.5,23.1
9,8.0,6.0,13.0,585.0,38.373170215875994,352.4303635154632,17.0,46.9
10,20.0,12.0,0.0,0.0,-37.50322467079029,170.38628846882534,23.1,33.3
11,14.0,7.0,16.0,129.0,20.50181471436707,310.8888820823638,11.8,54.4
12,29.0,1.0,23.0,0.0,-36.50659227522546,212.5754762582047,29.3,15.3
13,7.0,7.0,6.0,86.0,-18.981675692050516,73.880793069676,4.6,91.2
14,9.0,6.0,13.0,939.0,38.286234345094705,352.4998041821996,15.8,31.1
15,26.0,2.0,2.0,0.0,-48.76182691225577,152.81985073961303,19.8,47.4
16,22.0,11.0,6.0,821.0,4.731039400985011,110.13919636377564,20.8,47.3
17,28.0,5.0,14.0,860.0,35.9172146227282,334.6456758307695,16.2,30.6
18,21.0,8.0,11.0,939.0,42.607888278751545,33.7167307612092,19.6,23.2
19,27.0,5.0,16.0,146.0,19.509856768518347,308.8786064389931,24.7,27.1
20,10.0,12.0,0.0,0.0,-38.23399317731693,171.56838486949707,24.3,24.7
21,7.0,6.0,19.0,0.0,-15.979658549634578,287.50406257016795,14.1,23.6
22,3.0,1.0,22.0,0.0,-25.81405936321275,221.05514778220905,26.9,14.7
23,26.0,1.0,19.0,0.0,6.325375856980358,251.8721789698251,31.4,11.8
24,9.0,1.0,22.0,0.0,-25.973723767923914,222.0320060918908,30.6,21.2
25,25.0,9.0,18.0,0.0,6.170329105110341,272.83451609866114,18.4,8.8
26,9.0,4.0,3.0,0.0,-50.26905666179508,115.33355849176434,24.3,44.8
27,23.0,11.0,14.0,364.0,66.33949918874839,285.17079167502203,36.0,14.1
28,8.0,9.0,6.0,432.0,-10.195423010658772,88.59907581368894,6.6,67.8
29,19.0,9.0,8.0,662.0,18.856411311484237,77.02692742526574,26.8,14.3
30,20.0,8.0,10.0,944.0,33.59948568924557,48.53791778380032,16.7,27.1
31,20.0,7.0,5.0,0.0,-31.499235320908483,81.8144688032598,10.3,24.4
32,18.0,4.0,10.0,997.0,35.91820678793059,49.49478617245882,22.2,17.5
33,14.0,5.0,15.0,474.0,30.99206269693378,318.160054554547,20.7,42.4
34,15.0,5.0,15.0,59.0,30.800346055799714,318.3351377735489,16.9,57.4
35,4.0,9.0,18.0,0.0,3.9553300454539198,280.7868220118941,18.8,17.5
36,2.0,9.0,9.0,889.0,26.39160948719335,63.13584593573535,20.4,37.0
37,4.0,6.0,7.0,677.0,-5.029639894564198,67.28038331969059,10.1,34.6
38,31.0,10.0,7.0,755.0,15.329631632797955,97.62005315450989,23.7,36.8
39,9.0,8.0,3.0,0.0,-55.75801103319827,103.61894202047277,10.1,33.2
40,19.0,3.0,22.0,0.0,-40.98563673838797,240.3662176629905,23.3,14.8
41,7.0,8.0,10.0,982.0,30.305571361547393,45.93135421183207,14.2,27.4
