,Day,Month,Hour,DNI (w/m^2),Elavation angle,Azimuthal angle,DB temp,RH
0,14.0,5.0,3.0,0.0,-54.69780403819004,98.3090541368898,14.9,17.6
1,14.0,1.0,16.0,887.0,45.351402281794506,267.551263874045,33.0,9.6
2,4.0,9.0,16.0,469.0,28.818834583024234,297.96251838887713,26.9,14.0
3,29.0,5.0,15.0,811.0,28.690802862840542,320.52048432678197,16.0,21.6
4,29.0,4.0,20.0,0.0,-25.64922340312428,272.7946586044008,21.6,41.1
5,11.0,8.0,12.0,866.0,44.86860486373533,13.970772252397245,24.7,14.4
6,21.0,2.0,6.0,93.0,-5.4805766077779055,105.50451335526013,26.3,48.2
7,3.0,4.0,17.0,48.0,19.04533638331283,286.97568765918,27.6,38.7
8,27.0,5.0,21.0,0.0,-41.61071934545029,273.8453201965489,15.7,37.8
9,10.0,9.0,6.0,373.0,-9.684558383149266,89.18631689752385,6.8,34.3
10,10.0,8.0,8.0,859.0,8.935916776366057,66.44182194614702,14.5,25.0
11,30.0,11.0,19.0,0.0,2.836077022366979,247.01855040295067,23.3,16.1
12,26.0,12.0,7.0,990.0,15.880463438384893,108.36193055133221,26.2,24.4
13,4.0,7.0,11.0,841.0,33.22471620930472,27.60555658455344,20.4,25.0
14,27.0,12.0,23.0,0.0,-33.201465431491485,206.62995130007502,26.8,16.4
15,4.0,8.0,0.0,0.0,-75.42360215405162,136.67836834002438,15.4,32.5
16,10.0,7.0,15.0,668.0,29.051844463510285,322.80806549290304,21.6,24.3
17,7.0,4.0,20.0,0.0,-21.06790519808358,265.94089532807806,27.7,31.8
18,23.0,7.0,19.0,0.0,-13.312377644199458,286.0654364840142,3.8,44.6
19,22.0,9.0,18.0,0.0,5.848277511549995,273.9942896562079,20.9,18.0
20,18.0,6.0,6.0,0.0,-18.457391603638655,72.8310055950893,14.8,36.9
21,21.0,11.0,17.0,548.0,26.781035012483166,261.0268142227021,27.2,29.8
22,17.0,11.0,1.0,0.0,-41.83008835720375,167.58662392524587,18.4,30.6
23,6.0,1.0,19.0,0.0,6.656768496317781,247.87577422129863,32.4,9.4
24,21.0,4.0,12.0,987.0,49.102241859548805,12.938272999203582,23.1,24.1
25,14.0,7.0,17.0,0.0,9.856025445591754,301.58140906603666,10.5,57.7
26,25.0,4.0,13.0,967.0,48.127799265596956,350.34091820162297,26.8,19.2
27,15.0,7.0,0.0,0.0,-78.45354749394457,123.7549205464881,5.2,86.5
28,10.0,3.0,17.0,441.0,25.44884088658742,279.2685447085531,31.4,12.0
29,27.0,3.0,13.0,0.0,58.926648194489346,351.0473932603409,29.8,28.8
30,25.0,4.0,2.0,0.0,-64.5679657667134,123.33342444978258,15.4,35.3
31,11.0,7.0,5.0,0.0,-31.786248161101085,80.18838545499119,8.3,41.9
32,4.0,6.0,22.0,0.0,-54.92834064743636,268.82856604813645,11.5,57.6
33,25.0,7.0,6.0,91.0,-18.216967956582963,76.79644743024852,3.0,36.2
34,5.0,4.0,8.0,871.0,14.825249077240883,74.83680856064866,18.7,45.8
35,29.0,6.0,21.0,0.0,-40.96483791028925,277.164897333438,15.3,35.6
36,22.0,8.0,10.0,815.0,34.166178353631764,48.968483249080236,15.2,41.0
37,27.0,7.0,18.0,0.0,-0.4332600921077443,291.9871517545855,18.3,24.0
38,28.0,8.0,18.0,0.0,3.204053419070732,283.2506977889751,22.9,21.0
39,1.0,5.0,21.0,0.0,-39.148543501014785,266.1687750485443,21.2,25.3
40,2.0,6.0,18.0,0.0,-3.52190716901805,293.2639585794975,12.5,34.3
41,26.0,6.0,21.0,0.0,-41.13473992462198,277.24569542327015,11.7,50.0
42,28.0,2.0,20.0,0.0,-11.403148834545732,253.9537166004978,30.2,30.7
43,19.0,8.0,2.0,0.0,-65.74076853499443,125.24650877816894,9.1,57.2
44,21.0,3.0,13.0,688.0,61.32903860247917,351.3452935371364,34.5,11.8
45,31.0,3.0,18.0,0.0,6.978593869080029,278.22275923791585,19.6,37.0
46,14.0,10.0,6.0,0.0,-0.9582729411651201,99.37956651622235,17.2,7.0
47,26.0,9.0,16.0,435.0,32.14805118090239,288.72603714484177,29.1,11.8
48,25.0,5.0,7.0,340.0,-4.016146144872764,68.48803135982077,15.4,59.4
49,17.0,1.0,16.0,478.0,45.39740962632699,268.3949603403794,34.6,19.0
50,17.0,9.0,22.0,0.0,-45.93153824990782,240.97779301658971,12.4,17.4
51,19.0,6.0,12.0,917.0,37.35584171130364,10.551972701521608,18.2,35.6
52,16.0,10.0,2.0,0.0,-45.95176429960932,143.44508884111383,15.5,27.1
53,7.0,6.0,11.0,754.0,34.044487942717986,26.38907220319105,23.8,15.2
54,2.0,10.0,19.0,0.0,-6.20767204165567,262.9595109381243,11.5,26.3
55,7.0,2.0,3.0,0.0,-35.83203480908007,140.21328746035286,24.2,17.0
56,26.0,10.0,14.0,976.0,61.43283944801932,299.8247351070463,32.7,4.0
57,25.0,4.0,5.0,0.0,-26.536788964687048,89.25706647557048,13.2,39.2
58,15.0,11.0,1.0,0.0,-42.3107344901407,167.32379129701695,12.1,32.1
59,2.0,7.0,14.0,716.0,34.848890662225365,337.2399251343089,20.1,27.0
60,29.0,7.0,11.0,889.0,36.522142919927624,30.437022863988584,23.1,17.3
61,20.0,4.0,6.0,331.0,-12.86132290943354,84.08136107239058,7.7,94.5
62,13.0,3.0,20.0,0.0,-14.613161033603774,257.9954159366765,29.5,16.6
63,23.0,6.0,21.0,0.0,-41.28884447244502,277.2473531390015,14.6,36.1
64,12.0,7.0,23.0,0.0,-66.37487696067757,260.10973550448847,11.8,33.5
65,9.0,10.0,13.0,1033.0,65.727983740152,336.8700398530043,30.8,4.1
66,24.0,1.0,22.0,0.0,-27.351366264688437,225.0637616773161,25.7,23.0
67,13.0,1.0,8.0,589.0,26.265266223917386,101.51472471266894,26.6,27.7
68,30.0,1.0,10.0,1020.0,50.060893248548666,84.05638372454862,32.6,14.0
69,28.0,4.0,8.0,692.0,11.6291561439254,67.03940966960971,21.6,49.8
70,14.0,4.0,21.0,0.0,-35.81333414907816,260.22916543789256,21.1,35.9
71,29.0,9.0,10.0,980.0,46.35286576085254,59.285242424164515,27.8,23.6
72,11.0,6.0,20.0,0.0,-28.7007577410172,282.14414238987365,14.6,32.8
73,23.0,12.0,13.0,1074.0,82.37442681107001,310.09174275802525,31.4,13.6
74,22.0,1.0,17.0,503.0,32.21971616846115,263.38964484111204,32.3,15.2
75,12.0,10.0,14.0,971.0,58.41961795509859,308.10126373671875,25.8,17.1
76,22.0,12.0,19.0,0.0,5.666410160589223,246.37897818993815,26.8,18.3
77,17.0,9.0,9.0,984.0,30.829552995151907,67.36637876964579,23.5,10.5
78,1.0,5.0,9.0,808.0,22.80612399944515,57.07698935967871,24.0,29.3
79,3.0,9.0,8.0,731.0,14.459346327535911,72.45260435025197,21.3,23.0
80,18.0,11.0,11.0,952.0,69.17256761103896,67.40490039606486,33.1,22.1
81,25.0,8.0,16.0,625.0,27.165667369075436,301.62411160233955,22.7,25.2
82,11.0,11.0,8.0,911.0,29.712158074633997,94.41342912413437,22.2,28.8
83,9.0,5.0,7.0,765.0,-2.1566128104342397,71.66159834068586,15.4,47.5
